gold_left,level,total_damage_to_players,players_eliminated,num_traits,placement
0,9,82,1,3,0
4,8,69,0,3,0
8,9,178,2,5,1
3,7,69,0,2,0
0,8,101,1,6,0
1,9,102,0,6,0
3,8,87,1,5,1
3,10,184,4,6,1
62,8,59,1,2,1
1,9,156,2,8,1
2,8,59,3,5,1
3,8,47,0,4,0
9,8,67,0,5,0
4,9,153,2,7,1
0,8,27,0,6,0
0,7,26,0,5,0
0,9,118,1,4,0
5,7,64,1,4,0
1,9,129,1,5,1
6,9,127,2,8,1
4,7,98,1,4,0
2,8,166,1,5,1
1,8,67,0,7,0
1,8,128,1,3,1
2,8,84,0,6,0
3,8,35,0,8,0
5,8,17,0,5,0
6,9,116,0,5,1
2,8,162,2,5,1
4,7,43,0,3,0
0,10,142,0,5,1
2,10,136,0,9,1
11,8,112,1,5,1
1,8,41,0,7,0
16,8,145,2,7,1
1,8,57,0,3,0
1,8,103,2,7,1
1,9,77,0,7,0
0,9,13,0,3,0
2,8,101,0,6,1
8,9,173,2,9,1
2,9,122,2,3,1
12,9,157,1,6,1
0,7,51,0,5,0
2,9,116,0,9,1
2,7,78,0,7,1
3,8,85,1,5,0
1,8,81,1,5,0
1,8,105,1,6,1
1,9,94,0,6,0
2,10,201,4,8,1
2,8,105,2,5,1
2,8,143,2,7,1
0,8,47,0,7,0
1,8,79,0,7,0
1,8,120,0,5,1
0,8,65,0,6,0
0,8,99,0,8,0
1,9,201,5,5,1
5,8,62,0,6,0
10,8,43,0,5,0
4,8,101,1,6,1
39,8,22,0,7,0
0,8,97,1,4,1
1,9,127,0,4,1
0,8,129,3,3,1
0,9,195,1,8,1
4,8,135,2,3,1
1,8,138,0,5,1
1,9,64,0,8,1
0,8,6,0,3,0
10,8,83,0,8,0
2,9,192,3,8,1
30,7,74,0,7,0
0,10,199,3,7,1
1,8,79,0,3,1
3,9,203,2,9,1
0,7,45,0,2,0
10,8,145,0,2,1
0,9,151,1,6,1
1,8,12,0,5,0
50,8,57,0,7,0
50,8,112,4,5,1
1,8,101,0,6,1
1,9,72,1,9,0
1,9,159,1,9,1
0,9,83,0,7,1
11,10,173,2,9,1
21,8,189,4,5,1
1,8,112,0,6,1
0,8,101,0,6,1
0,9,130,1,8,1
10,9,228,2,7,1
1,9,176,3,9,1
0,9,102,0,5,1
1,8,59,1,5,0
24,9,75,0,5,0
10,9,128,1,8,1
2,8,107,1,5,1
0,7,37,0,6,0
1,7,24,0,3,0
4,9,88,1,9,1
22,8,105,0,5,0
0,8,48,1,6,0
0,7,69,0,7,0
1,8,27,0,3,0
1,9,121,0,6,1
16,9,167,1,6,1
1,9,115,0,10,1
7,8,125,0,4,1
28,8,147,2,4,1
1,8,54,0,5,0
28,8,50,0,4,0
2,8,71,0,7,0
4,9,133,1,7,1
2,7,44,0,1,0
0,7,85,1,7,1
1,8,61,0,5,0
4,9,100,2,5,1
3,9,114,1,5,1
1,7,58,0,7,0
14,9,152,1,7,1
52,9,176,3,8,1
15,10,172,5,8,1
1,7,72,0,4,0
10,9,151,1,8,1
2,9,89,0,7,0
51,8,192,1,6,1
4,8,53,0,5,0
31,7,50,0,2,0
0,8,51,0,5,0
24,8,144,1,3,1
0,9,121,0,6,1
4,8,95,0,6,0
0,8,61,0,5,0
0,8,74,2,5,1
0,9,88,1,6,0
2,8,171,1,3,1
11,7,55,0,3,0
0,8,35,0,6,0
0,8,80,0,9,0
0,9,79,0,6,0
0,8,37,0,6,0
8,8,102,0,7,1
1,7,61,0,5,0
0,8,70,1,4,0
1,8,28,0,4,0
15,8,51,0,6,0
1,7,63,0,4,0
6,9,78,0,7,0
4,8,89,0,9,1
41,9,146,2,6,1
1,7,89,0,2,0
23,8,63,0,6,0
2,9,87,0,7,0
24,8,75,0,3,0
16,7,69,0,4,0
0,8,63,0,5,0
5,9,80,1,7,1
239,10,0,0,10,1
1,9,107,1,6,1
1,7,62,0,5,0
11,9,90,2,8,1
0,9,100,4,8,1
3,8,38,0,3,0
18,7,87,1,6,1
0,9,70,0,6,0
2,8,49,0,5,0
2,7,36,0,3,0
1,7,49,0,7,0
10,9,110,3,5,1
3,9,120,1,7,1
5,9,169,2,8,1
3,9,88,1,6,1
1,8,96,0,4,1
2,8,166,1,4,1
12,8,67,0,5,0
0,7,80,1,3,0
0,9,99,0,6,0
0,8,121,1,6,1
4,8,75,0,8,0
0,9,101,1,8,1
1,9,52,0,8,0
21,8,74,0,5,0
3,9,157,4,5,1
2,9,110,0,8,1
1,8,67,0,8,0
18,7,85,1,3,1
8,8,160,2,7,1
16,8,45,0,7,0
2,8,79,0,4,0
0,9,89,0,6,0
13,7,74,0,4,1
1,8,60,0,7,0
1,9,149,0,5,1
0,9,20,1,4,0
4,9,75,0,5,0
0,9,52,1,7,0
0,7,95,1,5,0
9,8,88,0,2,0
1,8,49,0,4,0
53,9,193,3,6,1
0,8,51,0,4,0
4,9,163,3,7,1
1,8,59,0,5,0
1,7,62,1,7,0
1,9,128,1,7,1
0,7,61,0,3,0
2,8,108,1,6,1
23,9,34,0,3,0
3,9,140,0,4,1
3,9,68,0,7,0
1,9,146,2,6,1
0,9,128,0,6,1
1,8,125,2,4,1
2,9,111,1,5,1
0,8,107,0,4,1
19,7,104,2,3,1
2,8,122,2,10,1
0,7,17,0,5,0
50,8,217,2,6,1
8,8,12,0,6,0
0,8,40,0,5,0
6,8,196,2,5,1
1,8,162,2,8,1
34,8,29,0,6,0
4,9,164,3,8,1
11,7,50,0,4,0
7,7,95,0,6,0
2,8,35,0,5,0
1,8,53,0,3,0
6,8,21,1,5,0
6,8,114,1,6,1
13,8,101,1,5,1
1,9,128,1,6,1
1,9,129,2,7,1
11,9,180,3,7,1
10,8,103,0,5,0
0,9,92,0,8,0
44,8,91,0,6,0
0,8,174,2,5,1
1,8,33,0,5,0
1,10,185,3,5,1
1,8,76,0,4,0
51,8,16,0,3,0
0,8,117,1,7,1
1,8,64,0,6,0
3,8,75,0,3,0
4,10,207,5,7,1
32,8,48,0,7,0
2,8,146,2,4,1
0,7,68,0,7,0
3,9,46,1,4,1
2,7,72,0,4,0
0,8,41,0,6,0
5,8,77,0,5,0
0,8,3,0,8,0
6,9,156,1,11,1
0,8,85,0,4,0
0,8,150,2,4,1
0,8,80,2,8,1
21,8,95,0,3,0
5,8,155,0,4,1
1,10,137,0,6,1
13,8,106,1,6,1
0,8,64,0,6,0
4,8,89,2,4,1
5,8,116,1,6,1
0,8,80,0,5,0
0,8,51,0,6,0
1,8,119,2,5,1
2,9,140,2,8,1
4,9,81,0,6,0
7,8,42,0,7,0
1,8,41,0,4,0
3,9,106,1,8,1
0,8,92,0,5,0
2,8,49,0,7,0
0,9,138,2,8,1
53,8,165,2,2,1
0,9,70,0,3,0
4,8,70,0,8,0
1,8,97,0,4,1
2,8,57,0,4,0
1,8,160,3,3,1
1,9,57,0,8,0
5,8,70,0,5,0
35,9,195,1,8,1
2,8,78,0,5,0
4,7,45,0,3,0
18,9,164,3,9,1
4,8,63,0,4,0
1,8,112,0,8,1
2,8,61,1,5,0
12,7,42,0,4,0
0,9,87,0,9,0
22,9,213,2,8,1
9,9,116,1,5,0
1,9,95,0,7,0
0,8,68,0,6,0
0,9,101,1,6,1
47,8,88,0,6,1
16,9,73,1,9,0
2,9,132,0,9,1
12,8,126,1,5,1
0,8,55,0,3,0
1,9,165,1,7,1
1,9,89,1,5,1
50,8,54,0,5,0
22,7,85,0,7,0
11,9,86,0,5,0
0,8,54,0,8,0
26,8,144,0,6,1
1,8,84,0,3,1
1,9,199,2,8,1
5,8,88,2,7,1
5,8,84,0,5,0
6,8,72,1,6,0
11,8,45,0,2,0
3,8,102,0,5,1
1,7,61,1,5,0
1,9,175,3,7,1
23,8,94,0,6,0
8,8,146,2,9,1
1,9,121,0,8,1
0,8,89,0,5,1
1,9,90,1,4,0
1,8,123,1,3,1
0,8,130,0,3,0
60,9,207,2,8,1
29,9,189,3,10,1
11,8,172,2,7,1
13,10,199,4,8,1
0,9,141,2,6,1
30,8,94,1,4,1
1,8,106,0,7,0
0,8,64,0,5,0
2,8,138,2,5,1
1,8,41,0,6,0
0,7,17,0,2,0
28,9,0,0,3,1
22,8,82,0,5,0
1,9,57,0,6,0
1,9,81,0,5,0
0,9,45,0,7,0
1,8,71,1,3,0
1,9,145,0,6,1
1,9,91,0,4,0
1,8,61,1,4,0
22,9,203,4,10,1
0,7,47,1,2,0
3,7,44,0,4,0
12,9,216,3,8,1
1,7,95,1,3,1
5,9,183,4,7,1
18,9,143,2,10,1
1,8,25,0,6,0
15,8,27,0,3,0
2,7,83,1,4,0
3,9,191,4,6,1
0,8,135,2,5,1
8,9,171,3,5,1
1,8,177,0,6,1
0,8,90,0,3,0
23,9,155,1,7,1
0,6,0,0,3,0
1,9,85,0,9,0
1,9,60,0,5,0
7,9,113,0,7,1
1,9,174,3,7,1
2,8,20,0,5,0
0,9,158,1,10,1
26,8,119,2,6,1
0,8,124,3,1,1
3,7,102,1,7,1
0,9,84,0,7,0
12,9,133,2,3,1
4,8,77,0,6,1
1,7,79,0,3,0
1,8,136,1,6,1
1,10,0,0,18,1
4,9,135,0,10,1
9,9,124,1,6,1
1,9,140,1,5,1
0,8,8,0,6,0
0,9,147,2,7,1
15,8,82,2,6,1
0,8,54,0,3,0
3,7,33,0,6,0
22,8,129,1,6,1
2,7,96,0,3,0
0,7,58,0,6,0
30,8,168,3,7,1
1,8,116,2,4,1
24,7,169,2,7,1
1,7,39,0,2,0
34,8,57,0,4,0
0,8,66,0,6,0
53,9,197,4,5,1
0,9,118,1,8,1
0,9,119,2,1,1
2,8,72,0,4,0
1,8,77,0,4,0
3,9,68,0,7,0
53,8,71,0,6,0
1,8,48,0,6,0
9,7,58,1,2,0
4,8,101,1,7,0
0,8,61,0,5,0
1,9,58,0,4,0
4,8,114,2,5,1
1,9,106,0,9,1
1,9,100,2,7,1
0,8,79,0,5,0
13,7,59,0,4,0
0,8,64,0,4,0
55,8,155,2,3,1
15,7,88,1,5,1
2,8,33,0,6,0
0,8,135,1,6,1
9,9,180,0,10,1
21,8,58,0,6,0
0,9,119,0,4,1
34,7,59,0,4,0
2,7,36,0,2,0
0,8,107,0,7,1
5,10,174,1,8,1
0,7,83,1,4,1
1,7,32,0,5,0
8,8,94,0,7,0
0,8,87,1,4,0
12,9,131,1,4,1
0,9,138,0,7,1
1,8,40,0,6,0
2,9,125,2,6,1
2,7,87,0,6,0
43,8,142,2,3,1
0,8,63,0,7,0
0,8,51,0,8,0
20,7,26,0,3,0
4,9,82,1,10,0
3,9,177,3,6,1
2,9,88,0,5,0
4,10,225,3,8,1
4,9,162,1,9,1
31,8,114,1,5,1
0,7,5,0,3,0
0,9,156,1,6,1
2,6,79,0,4,0
6,8,151,3,9,1
1,9,140,1,7,1
26,8,84,0,4,1
29,8,10,0,3,0
2,8,78,0,3,0
0,9,60,1,7,0
0,9,118,1,8,1
0,9,147,1,8,1
10,9,126,1,7,0
11,8,90,0,6,0
1,8,75,1,8,1
4,9,171,3,6,1
1,8,113,1,5,1
1,9,104,1,9,1
0,7,26,0,3,0
25,7,51,0,5,0
0,8,72,0,6,0
3,10,184,3,10,1
1,9,95,0,8,0
54,8,87,1,6,1
0,8,36,0,6,0
0,7,70,0,5,0
0,8,28,0,5,0
2,7,52,0,3,0
2,8,134,2,5,1
9,7,24,0,7,0
1,8,13,0,5,0
0,8,61,1,6,0
4,6,17,0,4,0
1,8,76,0,8,0
0,8,59,0,4,0
1,8,62,1,3,0
0,9,155,2,6,1
0,7,62,0,4,0
0,8,42,0,4,0
0,7,71,0,4,0
1,8,66,0,4,0
20,9,139,2,8,1
2,7,40,0,5,0
3,7,72,0,7,0
0,8,68,0,8,0
2,9,118,1,7,1
1,8,75,0,6,0
13,7,87,0,5,0
0,8,33,0,4,0
0,9,182,1,8,1
10,9,107,0,5,1
0,8,148,1,5,1
2,7,25,0,4,0
0,8,102,0,3,1
4,6,58,0,4,0
4,7,144,2,5,1
4,9,99,0,4,1
8,9,199,2,5,1
9,9,145,0,7,1
1,8,103,1,5,1
1,8,47,0,5,0
0,8,45,0,4,0
0,8,49,0,6,0
9,7,93,1,7,0
4,9,116,1,8,1
0,8,96,0,4,1
23,8,75,0,6,0
5,9,84,1,6,0
2,8,186,1,4,1
3,9,131,2,7,1
4,9,209,3,7,1
11,10,215,3,9,1
4,9,66,0,7,0
10,7,27,0,2,0
31,8,82,3,4,1
3,9,90,0,7,0
9,10,160,3,1,1
1,7,85,0,6,1
0,9,72,1,5,0
85,9,142,2,1,1
0,8,73,0,8,0
3,9,144,1,5,1
2,8,85,0,5,0
0,9,58,0,6,0
0,9,147,2,8,1
0,8,75,0,6,0
1,7,49,0,3,0
5,7,39,0,3,0
0,9,75,0,4,0
4,9,93,1,8,0
2,9,95,0,7,1
10,8,44,0,3,0
4,9,68,0,6,0
4,9,99,0,8,1
2,8,124,1,7,1
2,8,79,0,5,0
1,9,65,0,5,0
0,8,15,0,6,0
9,8,23,0,5,0
2,10,183,3,6,1
1,9,154,1,8,1
1,9,142,2,5,1
2,8,59,0,6,0
5,9,71,0,6,0
1,8,123,1,6,1
21,9,65,0,9,0
1,8,57,0,4,0
5,7,85,0,4,1
19,8,117,1,3,1
1,8,24,0,8,0
54,9,205,4,8,1
0,9,79,0,3,0
1,8,119,1,5,1
2,9,108,1,10,1
6,9,181,1,6,1
1,9,134,1,5,1
0,9,141,2,7,1
3,8,112,1,6,1
0,9,114,0,4,1
20,7,53,0,3,0
0,9,81,0,6,0
1,10,208,4,7,1
0,8,58,0,7,0
1,9,52,0,8,0
29,7,26,0,4,0
14,8,63,0,8,0
5,9,202,4,5,1
3,8,44,0,3,0
6,8,52,0,4,0
1,9,105,0,6,0
37,6,5,0,1,0
0,8,13,0,7,0
3,7,2,0,5,0
22,7,86,0,4,0
8,8,80,0,5,0
1,9,204,2,5,1
5,9,98,0,9,0
2,7,70,1,4,0
14,8,39,0,5,0
8,7,85,0,6,1
1,8,61,0,8,0
3,8,64,0,6,0
9,8,24,0,4,0
5,8,73,1,6,1
0,8,77,0,7,0
12,8,66,0,5,0
23,7,69,1,3,0
0,8,67,0,6,0
0,8,29,0,6,0
3,8,64,1,6,0
3,8,79,1,5,0
1,9,130,2,6,1
0,5,0,0,3,0
2,10,203,3,6,1
1,8,91,2,5,1
18,8,73,0,6,0
1,9,117,1,9,1
4,7,91,1,3,1
2,8,153,1,6,1
0,9,135,1,8,1
0,8,89,0,5,0
0,7,79,0,5,0
9,8,58,0,5,0
1,8,47,0,4,0
4,8,124,0,8,1
1,9,128,0,7,1
0,9,50,0,10,0
6,8,33,0,7,0
51,9,150,3,5,1
16,9,83,1,6,0
12,8,39,0,5,0
11,9,73,0,6,0
21,9,220,2,7,1
16,8,161,3,5,1
2,8,153,3,4,1
0,7,68,0,5,0
0,9,117,0,8,1
1,8,60,0,5,0
12,9,139,1,6,1
5,8,75,0,5,0
1,10,67,1,6,1
1,9,53,0,3,0
1,9,65,0,6,0
10,8,92,0,5,0
5,8,44,0,4,0
4,7,86,0,6,0
7,9,50,0,6,0
5,8,77,0,7,0
1,8,126,2,4,1
1,7,74,0,5,0
1,7,86,0,4,0
4,7,24,0,2,0
13,8,82,0,3,0
0,9,146,2,6,1
39,8,69,0,6,0
0,9,126,3,5,1
0,9,127,1,8,1
115,6,12,0,2,0
3,8,65,0,8,0
0,9,126,0,6,1
8,9,116,0,4,1
4,9,182,3,9,1
1,9,146,2,7,1
15,8,157,2,7,1
22,10,0,0,8,1
1,8,36,0,7,0
3,9,148,1,10,1
27,8,61,0,3,0
0,8,132,1,7,1
3,9,168,1,6,1
0,6,75,0,5,0
6,8,110,0,5,1
2,10,161,1,8,1
25,8,68,0,6,0
1,8,46,0,4,0
0,9,198,2,9,1
1,8,3,0,6,0
0,8,82,0,7,1
0,8,103,1,3,0
6,9,174,3,5,1
11,8,87,0,6,0
14,8,41,0,2,0
0,8,57,0,0,1
4,8,120,0,6,1
2,9,192,2,7,1
0,8,90,0,6,1
2,8,130,0,3,1
0,7,66,0,7,0
2,7,29,0,6,0
1,9,146,3,6,1
3,8,131,2,6,1
114,7,48,0,3,0
0,9,60,0,4,0
2,10,166,2,10,1
1,8,44,0,9,0
2,8,50,0,5,0
15,8,35,0,3,0
62,8,190,3,6,1
10,6,17,0,4,0
2,8,63,0,5,0
4,9,92,4,7,1
0,9,89,1,9,1
1,9,80,0,9,0
2,9,172,3,6,1
29,8,33,0,6,0
0,7,107,1,7,1
7,8,107,0,5,1
1,8,86,1,5,0
3,9,190,1,8,1
1,8,40,0,8,0
0,7,51,0,4,0
0,9,28,0,8,0
0,8,117,1,5,1
1,8,111,1,4,1
3,9,61,0,6,0
1,8,114,1,6,1
8,8,85,0,5,1
5,8,89,0,6,0
1,8,61,0,5,0
0,9,53,0,7,0
5,8,89,1,7,0
5,9,185,3,6,1
4,9,104,0,5,1
0,7,71,0,7,0
1,8,76,0,5,0
12,8,188,3,8,1
0,7,61,1,5,0
0,7,89,0,5,0
7,9,186,2,10,1
12,9,197,2,7,1
53,8,89,0,3,1
0,8,127,1,5,1
50,9,199,2,16,1
0,8,69,0,9,0
7,8,55,0,4,0
1,9,157,2,7,1
3,8,139,3,3,1
1,8,126,2,6,1
5,6,63,1,5,0
4,7,49,0,2,0
0,7,65,0,5,0
0,9,65,0,7,0
10,6,71,1,5,0
27,8,46,0,6,0
2,8,66,0,4,0
12,8,113,0,4,1
0,8,70,0,7,0
3,8,125,2,8,1
12,7,24,0,3,0
1,9,23,1,6,0
3,7,136,1,7,1
2,8,145,2,4,1
20,7,34,0,4,0
0,9,97,0,4,0
0,8,58,0,4,0
1,7,48,0,4,0
1,9,186,2,6,1
3,8,92,0,8,0
0,8,42,1,8,0
1,9,189,4,8,1
2,8,40,0,6,0
1,8,82,1,9,0
3,9,134,0,5,1
7,8,129,2,7,1
0,7,41,0,5,0
1,8,85,0,5,1
3,7,92,0,4,0
7,9,218,3,8,1
2,10,147,2,3,1
1,8,106,0,3,1
46,8,115,2,6,1
2,8,100,0,3,1
32,8,104,0,3,0
0,8,32,0,4,0
2,9,127,0,6,1
0,8,43,0,6,0
1,9,151,2,7,1
37,7,44,0,5,0
4,9,185,1,7,1
5,9,131,2,7,1
0,9,132,1,7,1
5,7,94,1,4,1
18,7,18,0,5,0
0,7,54,0,5,0
1,8,62,0,6,0
40,7,37,0,6,0
1,9,140,1,10,1
0,9,78,1,8,0
2,10,201,3,8,1
1,9,196,2,6,1
0,9,148,1,6,1
6,9,182,2,8,1
2,8,94,1,6,0
5,8,92,1,7,0
0,9,118,0,7,1
5,9,129,0,3,1
0,7,49,0,5,0
19,7,112,1,7,1
2,8,66,0,5,0
1,9,144,1,5,1
3,8,105,0,6,1
0,8,57,0,6,0
22,8,25,0,2,0
1,9,25,0,5,0
1,8,30,0,8,0
2,7,22,0,5,0
10,8,101,0,4,1
51,8,65,0,3,0
5,9,166,2,10,1
11,9,194,4,5,1
4,6,74,0,5,0
0,9,141,1,7,1
7,10,199,2,11,1
1,9,211,3,8,1
2,8,109,0,6,1
1,8,58,0,4,0
62,8,138,0,4,1
3,9,130,2,8,1
1,8,131,2,8,1
6,9,198,2,5,1
1,8,126,3,5,1
39,8,61,0,4,0
0,7,51,0,5,0
0,7,47,0,4,0
15,7,89,0,7,1
0,9,50,0,7,0
4,9,79,1,9,0
3,9,83,1,8,1
3,9,193,3,5,1
0,9,77,0,7,0
10,9,153,1,7,1
0,9,88,0,4,1
0,7,72,0,5,0
1,8,83,0,5,0
21,7,66,0,3,0
1,7,30,0,6,0
0,8,80,1,5,0
1,9,117,1,6,1
50,8,80,1,3,0
53,8,95,0,7,1
0,8,122,1,5,1
2,8,65,0,5,0
1,8,48,0,3,0
20,8,55,0,5,0
1,9,56,0,5,0
10,7,86,0,5,1
23,7,53,1,3,0
29,8,9,0,3,0
48,6,38,0,4,0
2,9,171,2,5,1
9,8,131,0,5,1
1,8,68,0,5,0
43,8,106,1,4,1
7,8,164,1,6,1
3,8,45,0,6,0
0,9,114,1,5,1
3,8,143,1,5,1
12,9,105,1,6,0
4,9,87,0,4,0
0,8,80,0,3,0
7,8,61,0,5,0
1,9,125,1,8,1
1,8,9,0,5,0
0,8,119,1,6,1
0,7,55,1,4,0
3,9,83,0,6,0
6,8,80,0,4,0
2,8,57,1,3,0
1,8,183,3,7,1
0,8,83,0,6,0
8,6,51,0,5,0
9,7,71,0,5,1
3,9,100,1,4,1
1,8,86,1,6,0
0,9,66,0,8,0
9,9,140,0,9,1
1,7,101,0,4,0
0,8,146,1,6,1
47,8,79,0,4,0
4,8,163,2,4,1
1,7,59,0,4,0
4,9,132,3,6,1
2,7,95,0,4,0
1,9,172,4,8,1
12,8,93,1,7,0
2,8,130,1,5,1
9,9,53,1,6,0
0,8,78,0,3,0
2,8,142,2,8,1
4,9,160,1,4,1
0,8,67,1,2,0
13,8,37,0,1,0
1,7,35,0,7,0
3,9,116,0,6,1
1,9,166,3,6,1
0,8,68,0,7,0
28,7,40,0,5,0
38,8,48,0,6,0
2,9,136,2,8,1
8,8,63,0,3,0
4,8,108,1,6,0
0,8,101,0,4,0
3,9,127,0,5,1
10,8,69,0,4,0
8,9,147,2,6,1
1,8,0,0,5,0
1,8,154,2,7,1
21,7,66,1,5,1
2,8,88,0,6,0
2,9,165,3,5,1
14,8,35,0,3,0
1,9,169,3,5,1
0,9,150,2,7,1
0,8,101,0,4,0
0,8,32,0,4,0
29,7,41,0,3,0
0,8,67,0,4,0
1,8,57,0,6,0
1,8,84,1,5,1
0,9,170,1,9,1
0,8,92,1,4,1
10,7,107,1,4,1
1,8,49,0,5,0
0,10,139,4,8,1
0,8,82,1,7,0
0,9,109,1,7,0
3,8,149,1,6,1
2,10,131,2,6,1
2,9,180,2,8,1
0,9,61,1,6,0
10,7,37,1,3,0
3,7,94,1,7,1
0,7,60,0,5,0
1,8,13,0,7,0
3,10,144,4,9,1
0,6,71,0,5,0
42,8,79,0,6,0
0,8,115,0,4,1
42,8,110,1,7,1
3,8,108,0,6,0
1,9,93,0,8,0
3,9,188,4,9,1
1,7,50,0,5,0
1,8,78,0,5,0
0,8,140,3,5,1
3,6,12,0,3,0
1,9,101,1,8,1
9,7,31,0,4,0
0,10,0,0,11,1
1,9,162,1,4,1
2,10,173,1,9,1
0,9,106,0,6,1
2,8,152,3,7,1
1,8,67,1,3,0
0,8,51,0,4,0
0,8,118,0,6,1
1,9,55,0,3,0
1,9,92,1,4,0
2,6,53,0,5,0
33,9,140,2,7,1
9,8,10,0,6,0
0,8,46,0,6,0
1,8,34,0,3,0
8,8,118,2,6,1
0,9,95,0,8,0
1,8,105,2,3,1
3,8,47,0,6,0
2,6,69,0,5,0
2,9,77,0,9,0
0,8,32,0,4,0
0,7,43,0,5,0
5,8,96,0,3,0
1,8,53,0,7,0
1,9,168,2,6,1
6,8,16,0,4,0
2,9,173,3,5,1
0,8,16,0,4,0
4,9,96,0,8,1
7,8,85,0,5,0
2,9,177,2,6,1
18,8,94,0,7,0
0,9,143,2,8,1
3,8,88,0,3,1
1,8,53,0,6,0
0,8,64,0,8,0
1,7,142,1,5,1
3,8,69,0,8,0
1,8,49,0,8,0
1,7,25,0,3,0
0,8,80,0,7,0
1,9,118,0,7,0
3,8,87,2,6,1
1,8,110,1,8,1
0,8,84,1,6,1
1,8,125,0,4,1
2,9,157,1,6,1
16,8,107,1,6,1
0,7,45,0,4,0
2,8,57,0,5,0
57,8,34,1,3,0
3,8,50,0,6,0
5,10,227,2,6,1
4,8,49,0,8,0
1,9,125,0,9,1
3,8,36,0,7,0
8,9,95,1,8,0
33,8,101,0,6,1
3,7,57,0,5,0
1,7,37,0,2,0
1,8,81,1,8,0
2,8,91,0,3,1
1,7,98,0,4,1
0,9,56,0,7,0
1,7,65,0,3,0
2,7,73,0,4,0
1,7,110,0,6,1
3,9,126,1,7,1
0,8,28,0,5,0
1,8,93,0,4,1
0,8,67,0,7,0
1,9,54,0,4,0
4,8,105,1,6,1
50,8,9,0,7,0
76,7,0,0,9,1
0,7,79,1,4,0
0,8,68,1,6,0
2,8,74,1,4,0
1,9,164,2,6,1
3,9,196,2,5,1
3,8,16,0,5,0
0,8,43,0,4,0
0,10,171,4,8,1
20,9,176,2,7,1
1,7,89,0,5,0
1,8,119,1,2,1
0,9,92,0,3,1
3,8,133,1,7,1
0,9,134,2,5,1
0,8,75,0,0,0
53,8,111,1,6,0
5,8,40,0,5,0
0,9,85,0,7,0
6,9,148,2,6,1
1,8,91,1,5,1
1,9,32,0,6,0
1,8,64,0,5,0
1,7,66,1,7,0
0,9,77,0,8,0
6,8,66,0,7,0
2,9,157,3,8,1
1,8,55,0,7,0
1,8,38,0,6,0
4,8,80,1,7,0
1,9,126,1,9,1
13,9,170,2,7,1
0,8,80,0,4,0
3,7,50,0,4,0
15,6,37,0,5,0
3,9,68,0,10,0
0,7,76,0,7,1
6,8,89,0,5,1
2,9,101,0,5,0
18,8,165,2,6,1
1,8,83,1,5,0
4,10,122,1,8,1
1,8,94,1,4,1
0,8,71,0,3,0
37,8,157,0,6,1
0,8,92,0,5,1
19,8,67,1,4,0
2,9,154,1,6,1
0,8,0,0,7,0
1,8,132,1,5,1
4,9,171,1,6,1
6,9,84,1,6,1
5,8,107,1,0,1
5,8,61,0,6,0
1,9,131,1,7,1
2,9,32,0,3,0
1,8,87,0,6,1
3,9,103,0,9,1
0,9,118,1,10,0
1,8,146,2,6,1
1,8,89,1,8,1
1,8,11,0,4,0
3,9,164,1,7,1
1,9,55,0,6,0
12,8,67,0,7,0
8,8,66,0,3,0
9,8,175,1,5,1
1,9,108,0,9,0
19,9,183,4,15,1
0,8,52,0,5,0
8,9,164,3,8,1
1,9,72,0,5,0
0,10,0,0,14,1
27,7,91,1,7,0
1,8,74,0,5,0
18,7,68,0,5,0
1,8,141,3,7,1
6,9,194,3,7,1
1,9,70,1,5,0
0,8,77,1,4,0
6,10,197,3,8,1
50,5,17,0,3,0
23,8,115,1,5,1
0,9,114,2,4,1
2,9,184,2,9,1
1,8,81,1,5,0
3,8,25,0,4,0
1,9,114,0,8,1
0,9,83,0,9,0
12,8,109,0,7,1
1,9,164,1,4,1
29,7,165,2,4,1
2,10,129,2,9,1
1,10,149,2,7,1
2,10,162,3,8,1
4,9,133,3,6,1
13,9,138,2,5,1
53,8,41,0,7,0
13,9,126,2,7,1
0,9,124,2,8,1
4,8,117,2,6,1
3,8,24,0,2,0
0,8,134,0,6,1
1,8,41,0,6,0
5,8,139,1,7,1
1,8,60,0,4,0
5,10,67,3,1,1
2,8,93,1,6,1
0,8,42,0,8,0
1,9,159,3,5,1
12,9,134,1,6,1
0,10,0,0,10,1
0,8,29,0,6,0
0,8,109,0,5,0
1,8,55,0,5,0
1,8,71,0,3,0
0,8,86,1,4,0
0,8,66,1,7,0
3,9,125,1,8,1
13,10,195,4,10,1
2,8,67,0,6,0
0,8,129,2,3,1
0,10,117,1,5,1
0,7,29,0,2,0
4,9,85,0,4,0
1,9,95,1,5,1
1,10,165,2,8,1
2,10,175,2,7,1
0,8,85,0,7,0
41,8,112,0,6,0
1,9,141,2,7,1
29,9,134,3,6,1
0,8,78,0,4,1
4,8,93,2,5,1
3,8,68,0,3,0
2,9,184,3,5,1
1,7,46,1,7,0
9,8,39,0,5,0
1,8,75,0,6,0
0,8,58,0,3,0
0,9,110,1,9,0
27,8,75,2,3,1
1,8,181,3,7,1
1,9,134,1,5,1
0,9,83,0,8,0
8,6,37,0,1,0
0,9,140,2,6,1
3,8,61,0,5,0
22,8,78,0,6,1
6,8,122,0,4,1
12,7,82,0,2,0
42,8,166,3,4,1
7,8,94,0,5,1
4,7,83,0,3,0
10,8,26,0,6,0
0,7,77,1,5,0
